product_id,product_name,source_url
90753,Glamira Prsten Donisha,https://www.glamira.cz/glamira-prsten-donisha.html?alloy=white-silber&diamond=greendiamond
100323,Womens Ring Happiness Drops 10 Mm,https://www.glamira.co.uk/womens-ring-happiness-drops-10-mm.html?alloy=white_red-585&stone=diamond-Zirconia
99386,Womens Ring Infinite Sweet 5 Mm,https://www.glamira.co.uk/womens-ring-infinite-sweet-5-mm.html?alloy=yellow-375&stone=diamond-Zirconia
105177,Romantic Dream 6 Mm,https://www.glamira.fi/romantic-dream-6-mm.html?alloy=white-375
105599,Noble Inifinite 8 Mm,https://www.glamira.co.nz/noble-inifinite-8-mm.html?stone=diamond-Zirconia&itm_source=recommendation&itm_medium=sorting&fbclid=IwAR2MxHVZN70vzQMOi2qTs8KcLHViyGFYxD4KxYBaJOhVdl15JF-VvHEEWHI&alloy=red-585
106618,Elegant Gift 5 Mm,https://www.glamira.de/elegant-gift-5-mm.html?alloy=white-585&stone=diamond-Brillant
92856,Ringe Til Maend Classic Mood 9Mm,https://www.glamira.dk/ringe-til-maend-classic-mood-9mm.html?fbclid=IwAR0chGiWxgCSUlGOhBEFA-0Xkrpw-oUF2FHKFyvlM6ywCMdhSpLf74UviPw&alloy=white-585
93572,Herrenring Classic Search 2Mm,https://www.glamira.de/herrenring-classic-search-2mm.html?alloy=white-silber&utm_source=criteo&utm_medium=retargeting&utm_campaign=webconversion
106386,Pure Bliss 10 Mm,https://www.glamira.ro/pure-bliss-10-mm.html?stone=bluediamond&alloy=white-silber&gclid=EAIaIQobChMImdLcsuXn6QIVcWHmCh27jAgQEAkYByABEgIskfD_BwE
91960,Glamira Pendant Luigina,https://www.glamira.com.mx/glamira-pendant-luigina.html?alloy=white-585&diamond=blackdiamond&pearl=white_pearl&itm_source=recommendation&itm_medium=sorting#main-mobile-menu
